cap-shape,cap-surface,cap-color,odor,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,spore-print-color,population,habitat,edible
f,f,y,f,c,b,h,e,b,h,v,g,p
x,y,g,f,c,b,g,e,b,h,y,p,p
f,y,g,f,c,b,p,e,b,h,y,g,p
f,y,g,f,c,b,g,e,b,h,v,p,p
x,f,y,f,c,b,g,e,b,h,y,p,p
f,f,e,n,c,b,w,t,b,n,v,d,e
x,y,y,f,c,b,h,e,b,h,y,d,p
f,f,g,f,c,b,g,e,b,h,v,d,p
x,y,g,f,c,b,g,e,b,h,y,p,p
f,y,g,f,c,b,g,e,b,h,v,p,p
f,f,g,f,c,b,p,e,b,h,y,p,p
f,f,g,f,c,b,p,e,b,h,y,d,p
f,f,g,f,c,b,p,e,b,h,v,g,p
f,y,g,f,c,b,h,e,b,h,y,d,p
f,f,y,f,c,b,h,e,b,h,v,d,p
x,f,y,f,c,b,h,e,b,h,y,d,p
x,y,g,f,c,b,p,e,b,h,v,p,p
x,y,g,f,c,b,p,e,b,h,y,p,p
x,f,w,c,c,n,g,e,b,n,v,d,p
f,f,g,f,c,b,p,e,b,h,y,d,p
x,f,y,f,c,b,h,e,b,h,v,p,p
f,y,g,f,c,b,p,e,b,h,v,d,p
x,f,y,f,c,b,p,e,b,h,v,g,p
f,y,g,f,c,b,h,e,b,h,v,d,p
f,y,g,f,c,b,g,e,b,h,v,d,p
f,f,y,f,c,b,g,e,b,h,y,p,p
x,y,g,f,c,b,g,e,b,h,v,g,p
f,y,y,f,c,b,p,e,b,h,v,g,p
f,f,y,f,c,b,h,e,b,h,y,p,p
x,f,y,f,c,b,h,e,b,h,v,d,p
f,f,y,f,c,b,g,e,b,h,v,g,p
x,y,y,f,c,b,p,e,b,h,y,p,p
f,f,y,f,c,b,g,e,b,h,y,d,p
x,f,y,f,c,b,p,e,b,h,v,g,p
f,y,g,f,c,b,h,e,b,h,y,d,p
f,f,g,f,c,b,p,e,b,h,y,d,p
f,f,y,f,c,b,g,e,b,h,v,g,p
f,f,g,f,c,b,p,e,b,h,v,d,p
f,f,g,f,c,b,h,e,b,h,y,g,p
f,f,y,f,c,b,g,e,b,h,v,d,p
x,y,y,f,c,b,g,e,b,h,y,d,p
x,y,y,f,c,b,p,e,b,h,v,d,p
f,f,y,f,c,b,h,e,b,h,y,d,p
x,y,y,f,c,b,h,e,b,h,v,d,p
x,y,y,f,c,b,g,e,b,h,v,g,p
x,y,n,y,c,n,b,t,?,w,v,d,p
f,y,b,n,c,b,w,e,?,w,c,w,e
x,f,y,f,c,b,h,e,b,h,v,g,p
x,y,y,f,c,b,h,e,b,h,y,d,p
f,y,g,f,c,b,p,e,b,h,y,d,p
x,y,y,f,c,b,p,e,b,h,y,d,p
f,y,g,f,c,b,p,e,b,h,v,p,p
f,y,g,f,c,b,p,e,b,h,y,d,p
f,f,g,f,c,b,p,e,b,h,v,p,p
x,f,y,f,c,b,p,e,b,h,v,p,p
f,f,y,f,c,b,p,e,b,h,y,g,p
f,f,y,f,c,b,g,e,b,h,y,d,p
f,y,g,f,c,b,h,e,b,h,v,p,p
f,y,g,f,c,b,h,e,b,h,y,g,p
f,f,g,f,c,b,g,e,b,h,y,g,p
f,y,g,f,c,b,g,e,b,h,v,d,p
f,f,g,f,c,b,h,e,b,h,v,d,p
f,y,g,f,c,b,g,e,b,h,v,p,p
x,f,g,c,c,n,u,e,b,k,s,d,p
f,s,b,f,c,b,w,t,b,h,v,g,p
f,f,e,n,c,b,w,t,b,k,v,d,e
x,y,y,f,c,b,g,e,b,h,v,p,p
x,y,g,f,c,b,p,e,b,h,y,d,p
f,y,g,f,c,b,g,e,b,h,v,g,p
f,f,g,n,c,b,u,t,b,k,v,d,e
x,y,y,f,c,b,p,e,b,h,y,d,p
x,y,y,f,c,b,p,e,b,h,v,p,p
f,f,y,f,c,b,p,e,b,h,y,p,p
x,f,y,f,c,b,h,e,b,h,v,p,p
x,f,y,f,c,b,h,e,b,h,y,d,p
x,y,g,f,c,b,h,e,b,h,v,g,p
f,s,w,f,c,b,w,t,b,h,s,u,p
x,y,g,f,c,b,p,e,b,h,v,d,p
x,f,y,f,c,b,g,e,b,h,v,g,p
f,y,g,f,c,b,g,e,b,h,y,p,p
x,y,g,f,c,b,p,e,b,h,v,p,p
x,f,y,f,c,b,p,e,b,h,v,d,p
f,y,u,n,c,n,h,e,?,h,v,d,e
f,f,y,f,c,b,h,e,b,h,y,d,p
f,y,g,f,c,b,p,e,b,h,v,g,p
x,y,y,f,c,b,h,e,b,h,y,g,p
f,f,g,f,c,b,g,e,b,h,y,g,p
f,y,n,n,c,b,n,t,b,n,y,d,e
x,f,y,f,c,b,h,e,b,h,v,p,p
f,f,g,f,c,b,h,e,b,h,y,d,p
x,y,g,f,c,b,h,e,b,h,y,p,p
f,f,y,f,c,b,p,e,b,h,y,g,p
x,f,y,f,c,b,h,e,b,h,v,d,p
x,y,y,f,c,b,g,e,b,h,v,p,p
x,f,y,f,c,b,g,e,b,h,v,p,p
f,y,g,f,c,b,g,e,b,h,v,g,p
x,s,w,f,c,b,h,t,b,h,s,u,p
f,y,e,n,c,b,w,e,?,w,c,w,e
x,y,u,n,c,n,w,e,?,h,y,d,e
x,y,y,f,c,b,p,e,b,h,v,g,p
x,y,g,f,c,b,p,e,b,h,y,d,p
x,f,y,f,c,b,p,e,b,h,y,p,p
f,f,g,f,c,b,h,e,b,h,y,d,p
x,y,g,f,c,b,g,e,b,h,y,p,p
f,f,g,f,c,b,h,e,b,h,y,g,p
f,f,y,f,c,b,p,e,b,h,y,g,p
x,y,g,f,c,b,h,e,b,h,y,p,p
f,y,g,f,c,b,g,e,b,h,y,p,p
f,s,p,n,c,b,w,e,?,w,c,w,e
f,f,g,f,c,b,h,e,b,h,y,p,p
x,y,y,f,c,b,g,e,b,h,y,p,p
x,y,g,f,c,b,g,e,b,h,y,p,p
f,f,y,f,c,b,g,e,b,h,v,g,p
x,f,y,f,c,b,p,e,b,h,y,d,p
f,y,g,f,c,b,g,e,b,h,y,d,p
f,y,y,f,c,b,g,e,b,h,y,p,p
x,y,g,f,c,b,p,e,b,h,y,g,p
x,y,g,f,c,b,g,e,b,h,y,d,p
f,f,y,f,c,b,g,e,b,h,y,p,p
f,f,g,f,c,b,p,e,b,h,y,d,p
x,y,g,f,c,b,h,e,b,h,y,p,p
f,f,y,f,c,b,p,e,b,h,v,p,p
f,y,g,f,c,b,h,e,b,h,v,d,p
x,y,g,f,c,b,p,e,b,h,y,g,p
f,f,g,f,c,b,h,e,b,h,v,d,p
x,y,g,f,c,b,h,e,b,h,y,g,p
f,f,g,f,c,b,p,e,b,h,v,d,p
x,y,y,f,c,b,g,e,b,h,y,p,p
x,f,y,f,c,b,p,e,b,h,y,g,p
x,y,g,f,c,b,h,e,b,h,v,p,p
f,f,y,f,c,b,h,e,b,h,v,p,p
f,y,n,n,c,b,n,t,b,n,y,d,e
f,f,g,f,c,b,h,e,b,h,y,d,p
x,y,y,f,c,b,h,e,b,h,y,p,p
x,s,g,f,c,b,h,t,b,h,s,g,p
f,y,y,f,c,b,h,e,b,h,v,p,p
x,y,y,f,c,b,p,e,b,h,v,p,p
x,f,w,c,c,n,g,e,b,k,s,d,p
x,f,y,f,c,b,g,e,b,h,y,d,p
f,s,b,f,c,b,h,t,b,h,s,u,p
x,y,y,f,c,b,h,e,b,h,y,g,p
x,y,g,f,c,b,h,e,b,h,y,d,p
f,f,y,f,c,b,g,e,b,h,y,g,p
f,s,p,n,c,b,w,e,b,r,v,g,p
f,s,b,f,c,b,p,t,b,h,v,u,p
x,y,g,f,c,b,g,e,b,h,v,g,p
x,y,g,f,c,b,h,e,b,h,y,g,p
x,y,g,f,c,b,p,e,b,h,v,g,p
f,f,g,f,c,b,g,e,b,h,y,p,p
f,f,g,f,c,b,g,e,b,h,v,p,p
x,f,y,f,c,b,h,e,b,h,y,p,p
f,f,y,f,c,b,h,e,b,h,v,p,p
f,y,u,n,c,n,u,e,?,h,v,d,e
x,f,y,f,c,b,g,e,b,h,y,g,p
f,f,e,n,c,b,w,t,b,n,v,d,e
f,f,y,f,c,b,g,e,b,h,y,g,p
x,f,y,f,c,b,g,e,b,h,v,g,p
x,y,n,f,c,n,b,t,?,w,v,l,p
x,y,g,f,c,b,g,e,b,h,y,g,p
x,f,y,f,c,b,p,e,b,h,y,d,p
f,f,g,f,c,b,p,e,b,h,y,g,p
x,y,g,f,c,b,g,e,b,h,v,p,p
x,y,g,f,c,b,h,e,b,h,y,g,p
x,f,y,f,c,b,h,e,b,h,y,d,p
f,f,y,f,c,b,h,e,b,h,y,g,p
f,y,g,f,c,b,g,e,b,h,v,p,p
f,y,g,f,c,b,h,e,b,h,y,g,p
f,y,n,n,c,b,n,t,b,n,y,d,e
x,y,y,f,c,b,g,e,b,h,v,g,p
f,f,e,n,c,b,w,t,b,k,y,d,e
x,f,y,f,c,b,h,e,b,h,y,d,p
x,y,g,f,c,b,h,e,b,h,y,p,p
f,y,g,f,c,b,h,e,b,h,y,p,p
x,f,y,f,c,b,p,e,b,h,y,p,p
f,f,g,f,c,b,h,e,b,h,v,d,p
f,f,g,f,c,b,p,e,b,h,v,d,p
f,y,g,f,c,b,p,e,b,h,y,p,p
f,y,g,f,c,b,g,e,b,h,y,g,p
x,f,y,f,c,b,g,e,b,h,v,d,p
x,y,y,f,c,b,h,e,b,h,y,p,p
f,f,y,f,c,b,g,e,b,h,v,d,p
x,y,g,f,c,b,g,e,b,h,y,d,p
f,f,y,f,c,b,g,e,b,h,y,p,p
f,y,g,f,c,b,g,e,b,h,v,d,p
x,f,p,c,w,n,p,e,b,k,s,d,p
f,f,y,f,c,b,g,e,b,h,v,d,p
x,y,g,f,c,b,h,e,b,h,v,d,p
x,y,y,f,c,b,p,e,b,h,y,g,p
x,y,g,f,c,b,h,e,b,h,v,d,p
f,y,y,f,c,b,h,e,b,h,v,p,p
x,y,g,f,c,b,g,e,b,h,y,p,p
x,f,y,f,c,b,g,e,b,h,v,d,p
f,y,g,f,c,b,g,e,b,h,v,d,p
f,y,g,f,c,b,p,e,b,h,v,g,p
x,y,y,f,c,b,p,e,b,h,y,d,p
f,f,y,f,c,b,h,e,b,h,y,d,p
x,y,g,f,c,b,g,e,b,h,v,d,p
x,y,y,f,c,b,p,e,b,h,y,d,p
x,y,g,f,c,b,g,e,b,h,v,d,p
x,y,g,f,c,b,g,e,b,h,y,g,p
x,f,y,f,c,b,g,e,b,h,v,g,p
x,y,g,f,c,b,p,e,b,h,y,d,p
f,f,g,f,c,b,g,e,b,h,y,p,p
f,f,g,f,c,b,p,e,b,h,v,g,p
x,y,g,f,c,b,h,e,b,h,v,p,p
x,f,y,f,c,b,h,e,b,h,v,d,p
x,y,g,f,c,b,g,e,b,h,y,d,p
f,f,g,f,c,b,p,e,b,h,v,p,p
x,y,y,f,c,b,h,e,b,h,v,p,p
x,f,y,f,c,b,h,e,b,h,v,d,p
f,y,g,f,c,b,p,e,b,h,y,d,p
f,f,g,f,c,b,p,e,b,h,v,p,p
x,s,p,n,c,b,e,e,?,w,c,w,e
f,f,y,f,c,b,p,e,b,h,v,d,p
x,s,p,c,w,n,g,e,b,k,v,d,p
x,f,y,f,c,b,h,e,b,h,y,g,p
f,f,g,f,c,b,g,e,b,h,y,p,p
x,f,y,f,c,b,p,e,b,h,y,g,p
f,f,e,n,c,b,p,t,b,n,y,d,e
x,y,y,f,c,b,g,e,b,h,v,d,p
x,f,y,f,c,b,p,e,b,h,y,g,p
f,y,g,f,c,b,h,e,b,h,v,g,p
f,f,y,f,c,b,p,e,b,h,y,g,p
f,y,n,n,c,b,n,t,b,n,v,d,e
x,y,y,f,c,b,h,e,b,h,y,p,p
f,f,g,f,c,b,h,e,b,h,v,p,p
x,y,y,f,c,b,h,e,b,h,v,p,p
f,f,y,f,c,b,h,e,b,h,y,d,p
f,y,y,f,c,b,h,e,b,h,y,d,p
f,y,g,f,c,b,h,e,b,h,v,g,p
f,f,g,f,c,b,h,e,b,h,v,g,p
x,y,y,f,c,b,p,e,b,h,y,g,p
f,y,g,f,c,b,g,e,b,h,y,p,p
x,y,y,f,c,b,g,e,b,h,y,g,p
f,f,g,n,c,b,u,t,b,n,y,d,e
x,s,g,f,c,b,h,t,b,h,s,g,p
x,y,n,f,c,n,b,t,?,w,v,p,p
f,s,g,f,c,b,p,t,b,h,v,g,p
f,y,g,f,c,b,g,e,b,h,y,g,p
f,y,y,f,c,b,g,e,b,h,v,g,p
f,y,g,f,c,b,p,e,b,h,v,d,p
f,y,e,n,c,b,e,e,?,w,c,w,e
f,y,g,f,c,b,p,e,b,h,v,p,p
x,f,y,f,c,b,h,e,b,h,v,g,p
f,f,g,f,c,b,g,e,b,h,y,d,p
x,y,y,f,c,b,p,e,b,h,y,d,p
f,f,y,f,c,b,p,e,b,h,y,g,p
f,y,n,n,c,b,e,e,?,w,c,w,e
f,y,g,f,c,b,p,e,b,h,v,g,p
k,f,n,n,c,n,w,e,?,w,v,d,p
f,f,g,f,c,b,g,e,b,h,v,d,p
f,f,y,f,c,b,h,e,b,h,v,p,p
x,y,n,s,c,n,b,t,?,w,v,p,p
f,f,g,f,c,b,h,e,b,h,v,d,p
f,f,g,f,c,b,g,e,b,h,y,p,p
f,s,w,f,c,b,w,t,b,h,v,g,p
f,f,y,f,c,b,g,e,b,h,v,d,p
x,y,g,f,c,b,h,e,b,h,y,g,p
x,f,y,f,c,b,h,e,b,h,y,g,p
x,y,e,n,c,b,w,e,?,w,c,w,e
f,y,y,f,c,b,g,e,b,h,v,d,p
b,f,y,n,c,n,w,e,?,w,v,d,p
f,y,y,f,c,b,p,e,b,h,v,d,p
x,s,g,f,c,b,p,t,b,h,s,u,p
f,y,y,f,c,b,h,e,b,h,v,d,p
f,f,y,f,c,b,p,e,b,h,v,g,p
k,y,e,n,c,b,e,e,?,w,c,w,e
f,f,y,f,c,b,p,e,b,h,v,p,p
f,f,y,f,c,b,g,e,b,h,v,p,p
k,y,n,n,w,n,w,e,b,w,v,l,e
x,s,w,c,c,n,p,e,b,n,v,d,p
x,f,y,f,c,b,g,e,b,h,y,g,p
x,f,y,f,c,b,g,e,b,h,v,p,p
x,f,y,f,c,b,g,e,b,h,y,d,p
f,y,y,f,c,b,p,e,b,h,v,p,p
b,s,b,n,c,b,g,e,b,r,v,g,p
x,s,w,f,c,b,h,t,b,h,v,g,p
f,y,e,n,c,b,n,t,b,n,y,d,e
b,s,w,n,c,b,g,e,b,r,v,m,p
f,y,p,n,c,b,w,e,?,w,c,w,e
x,s,w,f,c,b,p,t,b,h,v,g,p
k,y,n,n,c,b,w,e,?,w,c,w,e
x,y,y,f,c,b,h,e,b,h,y,p,p
f,s,b,f,c,b,h,t,b,h,v,u,p
f,y,g,f,c,b,h,e,b,h,v,d,p
x,y,y,f,c,b,h,e,b,h,v,d,p
x,y,g,f,c,b,p,e,b,h,v,d,p
x,f,y,f,c,b,g,e,b,h,y,p,p
x,y,y,f,c,b,h,e,b,h,v,d,p
x,y,y,f,c,b,h,e,b,h,y,d,p
x,f,y,f,c,b,g,e,b,h,y,p,p
x,y,g,f,c,b,g,e,b,h,y,p,p
f,f,g,f,c,b,p,e,b,h,v,p,p
k,s,e,n,c,b,w,e,?,w,c,w,e
f,y,n,n,c,b,e,e,?,w,c,w,e
f,s,b,n,c,b,w,e,?,w,c,w,e
x,y,y,f,c,b,g,e,b,h,v,d,p
f,f,g,n,c,b,u,t,b,n,v,d,e
f,f,y,f,c,b,p,e,b,h,y,p,p
f,y,g,f,c,b,h,e,b,h,y,g,p
x,s,g,f,c,b,p,t,b,h,v,g,p
f,f,g,f,c,b,p,e,b,h,v,p,p
x,f,y,f,c,b,h,e,b,h,y,d,p
f,f,y,f,c,b,p,e,b,h,v,g,p
x,y,n,f,c,n,b,t,?,w,v,l,p
f,f,g,f,c,b,h,e,b,h,v,p,p
f,y,n,n,c,b,e,e,?,w,c,w,e
f,y,e,n,c,b,p,t,b,k,v,d,e
f,y,g,f,c,b,g,e,b,h,y,g,p
x,y,y,f,c,b,h,e,b,h,v,p,p
f,f,g,f,c,b,p,e,b,h,y,d,p
f,f,e,n,c,b,n,t,b,n,v,d,e
x,y,y,f,c,b,h,e,b,h,v,p,p
f,f,y,f,c,b,p,e,b,h,y,p,p
f,f,g,f,c,b,p,e,b,h,v,p,p
f,y,y,f,c,b,g,e,b,h,y,d,p
x,y,g,f,c,b,h,e,b,h,v,d,p
b,y,w,n,c,b,w,e,b,r,v,m,p
f,f,y,f,c,b,p,e,b,h,y,p,p
x,y,n,f,c,n,b,t,?,w,v,d,p
f,f,g,f,c,b,g,e,b,h,y,g,p
x,y,y,f,c,b,g,e,b,h,v,g,p
f,y,y,f,c,b,g,e,b,h,y,p,p
f,y,p,n,c,b,e,e,?,w,c,w,e
x,s,w,f,c,b,h,t,b,h,s,g,p
f,y,g,f,c,b,h,e,b,h,y,g,p
x,y,g,f,c,b,h,e,b,h,v,p,p
x,f,y,f,c,b,p,e,b,h,v,g,p
f,s,b,f,c,b,w,t,b,h,s,u,p
x,f,g,c,c,n,g,e,b,k,v,d,p
x,f,y,f,c,b,g,e,b,h,y,p,p
f,y,g,f,c,b,p,e,b,h,y,g,p
f,y,y,f,c,b,h,e,b,h,y,p,p
x,y,r,n,c,n,p,e,?,h,y,d,e
f,y,w,n,c,n,h,e,?,h,v,d,e
x,f,y,f,c,b,h,e,b,h,v,d,p
f,y,y,f,c,b,h,e,b,h,y,p,p
f,y,y,f,c,b,p,e,b,h,y,g,p
x,y,e,y,c,n,b,t,?,w,v,p,p
x,y,e,y,c,n,b,t,?,w,v,l,p
x,y,g,f,c,b,h,e,b,h,y,d,p
x,y,y,f,c,b,g,e,b,h,v,g,p
f,f,g,f,c,b,h,e,b,h,y,d,p
x,y,g,f,c,b,g,e,b,h,y,g,p
x,y,y,f,c,b,g,e,b,h,v,d,p
f,f,y,f,c,b,h,e,b,h,y,p,p
f,s,e,n,c,b,w,e,?,w,c,w,e
f,f,y,f,c,b,h,e,b,h,y,p,p
x,y,y,f,c,b,h,e,b,h,y,p,p
f,s,g,f,c,b,p,t,b,h,s,g,p
f,f,y,f,c,b,p,e,b,h,v,g,p
x,y,y,f,c,b,h,e,b,h,y,d,p
x,f,y,f,c,b,p,e,b,h,y,p,p
x,s,g,f,c,b,h,t,b,h,v,u,p
f,y,g,f,c,b,p,e,b,h,y,g,p
f,f,g,f,c,b,h,e,b,h,v,g,p
x,s,w,c,c,n,n,e,b,k,v,d,p
f,y,g,f,c,b,p,e,b,h,y,p,p
f,y,e,n,c,b,u,t,b,n,y,d,e
x,f,y,f,c,b,g,e,b,h,y,g,p
x,y,y,f,c,b,p,e,b,h,y,p,p
k,s,b,n,c,b,e,e,?,w,c,w,e
f,f,y,f,c,b,h,e,b,h,v,g,p
f,f,y,f,c,b,g,e,b,h,v,d,p
x,y,y,f,c,b,g,e,b,h,y,g,p
x,f,n,n,w,n,w,e,b,w,v,l,e
x,y,e,n,c,b,e,e,?,w,c,w,e
x,y,g,f,c,b,g,e,b,h,v,p,p
x,f,y,f,c,b,g,e,b,h,v,g,p
f,s,g,f,c,b,h,t,b,h,v,g,p
x,y,y,f,c,b,g,e,b,h,y,g,p
f,y,g,f,c,b,p,e,b,h,v,p,p
x,y,g,f,c,b,p,e,b,h,v,g,p
x,y,n,s,c,n,b,t,?,w,v,p,p
k,s,b,n,c,b,w,e,?,w,c,w,e
f,f,y,f,c,b,g,e,b,h,y,d,p
x,f,g,f,c,b,g,e,b,h,v,p,p
f,y,g,f,c,b,h,e,b,h,y,p,p
x,f,y,f,c,b,g,e,b,h,v,d,p
f,y,y,f,c,b,h,e,b,h,v,g,p
k,s,p,n,c,b,w,e,?,w,c,w,e
f,y,n,n,c,n,w,e,?,w,v,d,p
x,y,g,f,c,b,g,e,b,h,y,d,p
x,f,y,f,c,b,h,e,b,h,y,d,p
x,y,g,f,c,b,h,e,b,h,v,p,p
f,s,b,f,c,b,w,t,b,h,v,u,p
f,s,b,n,c,b,w,e,?,w,c,w,e
f,s,w,f,c,b,w,t,b,h,s,u,p
f,y,g,f,c,b,g,e,b,h,y,p,p
x,f,y,f,c,b,g,e,b,h,v,p,p
f,y,g,f,c,b,h,e,b,h,v,p,p
f,y,y,f,c,b,g,e,b,h,y,g,p
f,f,y,f,c,b,p,e,b,h,v,d,p
x,s,b,f,c,b,h,t,b,h,v,u,p
f,f,g,f,c,b,g,e,b,h,y,p,p
x,y,g,f,c,b,h,e,b,h,y,d,p
f,f,y,f,c,b,p,e,b,h,y,g,p
f,y,y,f,c,b,h,e,b,h,y,d,p
f,s,g,f,c,b,p,t,b,h,s,u,p
f,s,b,n,c,b,w,e,?,w,c,w,e
x,s,p,n,c,b,w,e,?,w,c,w,e
k,s,n,n,c,b,e,e,?,w,c,w,e
f,y,p,n,c,b,g,e,b,r,v,g,p
f,y,g,f,c,b,p,e,b,h,v,p,p
x,y,y,f,c,b,h,e,b,h,v,p,p
f,f,g,f,c,b,g,e,b,h,v,g,p
f,f,g,f,c,b,p,e,b,h,y,d,p
x,f,y,f,c,b,p,e,b,h,y,p,p
f,f,g,f,c,b,p,e,b,h,v,d,p
f,y,g,f,c,b,h,e,b,h,y,d,p
f,y,y,f,c,b,h,e,b,h,v,d,p
f,f,y,f,c,b,p,e,b,h,v,g,p
f,y,y,f,c,b,p,e,b,h,y,g,p
x,y,y,f,c,b,p,e,b,h,v,d,p
x,y,y,f,c,b,h,e,b,h,y,p,p
f,y,g,f,c,b,g,e,b,h,v,g,p
f,f,g,f,c,b,g,e,b,h,y,d,p
x,y,y,f,c,b,g,e,b,h,v,p,p
x,y,y,f,c,b,g,e,b,h,y,p,p
f,y,u,n,c,n,w,e,?,h,y,d,e
f,f,g,f,c,b,g,e,b,h,v,g,p
x,y,n,y,c,n,b,t,?,w,v,l,p
x,y,y,f,c,b,p,e,b,h,v,g,p
x,y,y,f,c,b,p,e,b,h,y,p,p
x,y,g,f,c,b,h,e,b,h,v,g,p
f,f,y,f,c,b,g,e,b,h,v,d,p
x,f,y,f,c,b,p,e,b,h,y,d,p
x,y,g,f,c,b,h,e,b,h,v,p,p
f,s,b,n,c,b,e,e,?,w,c,w,e
f,f,g,f,c,b,h,e,b,h,y,p,p
f,y,y,f,c,b,h,e,b,h,v,d,p
x,s,n,n,c,b,w,e,?,w,c,w,e
f,f,g,f,c,b,g,e,b,h,y,p,p
x,y,g,f,c,b,g,e,b,h,v,d,p
x,y,n,f,c,n,b,t,?,w,v,p,p
f,f,y,f,c,b,g,e,b,h,v,d,p
x,y,n,n,c,n,w,e,?,w,v,d,p
b,s,b,n,c,b,w,e,b,r,v,g,p
f,f,y,f,c,b,p,e,b,h,v,d,p
f,y,g,f,c,b,h,e,b,h,y,d,p
f,y,u,n,c,n,u,e,?,h,y,d,e
x,f,y,f,c,b,g,e,b,h,v,g,p
f,y,y,f,c,b,g,e,b,h,y,g,p
f,f,y,f,c,b,h,e,b,h,y,g,p
x,y,y,f,c,b,h,e,b,h,y,d,p
x,y,e,n,c,b,w,e,?,w,c,w,e
f,f,g,f,c,b,g,e,b,h,v,g,p
x,y,y,f,c,b,g,e,b,h,v,g,p
x,y,y,f,c,b,p,e,b,h,v,p,p
f,y,g,f,c,b,g,e,b,h,v,p,p
k,s,b,n,c,b,w,e,?,w,c,w,e
f,y,y,f,c,b,p,e,b,h,y,d,p
x,y,g,f,c,b,p,e,b,h,v,p,p
x,f,y,f,c,b,h,e,b,h,v,d,p
f,f,y,f,c,b,p,e,b,h,v,p,p
f,s,w,f,c,b,h,t,b,h,v,u,p
x,s,g,c,c,n,p,e,b,n,v,d,p
f,y,y,f,c,b,g,e,b,h,y,d,p
f,y,u,n,c,n,p,e,?,h,v,d,e
x,f,y,f,c,b,g,e,b,h,y,d,p
f,y,g,f,c,b,g,e,b,h,y,d,p
x,f,y,f,c,b,g,e,b,h,v,g,p
x,f,y,f,c,b,h,e,b,h,v,p,p
x,s,g,f,c,b,p,t,b,h,s,u,p
f,y,g,f,c,b,g,e,b,h,y,d,p
f,f,y,f,c,b,h,e,b,h,y,p,p
f,f,y,f,c,b,g,e,b,h,y,d,p
x,y,g,f,c,b,p,e,b,h,v,d,p
x,y,g,f,c,b,g,e,b,h,v,g,p
x,y,g,f,c,b,h,e,b,h,y,d,p
x,f,g,f,c,b,p,e,b,h,y,g,p
x,y,y,f,c,b,g,e,b,h,y,p,p
f,f,g,f,c,b,h,e,b,h,v,g,p
f,f,y,f,c,b,p,e,b,h,y,d,p
x,y,g,f,c,b,h,e,b,h,y,p,p
f,f,y,f,c,b,g,e,b,h,v,p,p
x,y,n,s,c,n,b,t,?,w,v,l,p
x,f,y,f,c,b,h,e,b,h,y,p,p
x,y,y,f,c,b,g,e,b,h,v,p,p
f,s,b,f,c,b,w,t,b,h,v,g,p
f,f,g,f,c,b,h,e,b,h,v,d,p
f,y,y,f,c,b,h,e,b,h,y,p,p
x,f,y,f,c,b,h,e,b,h,y,p,p
f,f,g,f,c,b,p,e,b,h,v,d,p
x,y,y,f,c,b,g,e,b,h,y,d,p
x,y,g,f,c,b,p,e,b,h,v,d,p
x,y,e,y,c,n,b,t,?,w,v,l,p
k,y,b,n,c,b,e,e,?,w,c,w,e
f,y,b,n,c,b,w,e,?,w,c,w,e
x,y,g,f,c,b,p,e,b,h,y,d,p
f,f,y,f,c,b,g,e,b,h,y,p,p
x,y,g,f,c,b,h,e,b,h,y,g,p
f,y,g,f,c,b,g,e,b,h,y,g,p
x,s,b,f,c,b,w,t,b,h,s,u,p
f,y,y,f,c,b,h,e,b,h,v,p,p
x,s,w,f,c,b,p,t,b,h,s,u,p
x,f,y,f,c,b,p,e,b,h,v,p,p
x,y,g,f,c,b,p,e,b,h,y,p,p
x,s,w,f,c,b,p,t,b,h,s,u,p
f,s,b,f,c,b,p,t,b,h,s,g,p
x,s,w,f,c,b,h,t,b,h,s,u,p
f,f,y,f,c,b,p,e,b,h,y,d,p
f,y,g,f,c,b,g,e,b,h,y,p,p
x,f,y,f,c,b,h,e,b,h,v,g,p
f,f,g,f,c,b,h,e,b,h,v,p,p
x,y,w,n,c,n,u,e,?,h,y,d,e
x,s,e,n,c,b,e,e,?,w,c,w,e
x,y,g,f,c,b,p,e,b,h,v,g,p
f,f,g,f,c,b,h,e,b,h,v,g,p
x,y,n,y,c,n,b,t,?,w,v,l,p
x,y,g,f,c,b,h,e,b,h,v,p,p
f,f,g,f,c,b,h,e,b,h,y,p,p
f,f,y,f,c,b,h,e,b,h,v,p,p
f,f,y,f,c,b,h,e,b,h,y,d,p
f,f,e,n,c,b,n,t,b,n,y,d,e
x,y,y,f,c,b,p,e,b,h,y,g,p
f,y,y,f,c,b,g,e,b,h,v,d,p
f,f,g,f,c,b,g,e,b,h,v,p,p
x,y,y,f,c,b,h,e,b,h,y,g,p
x,f,y,f,c,b,g,e,b,h,y,p,p
k,f,y,n,c,n,w,e,?,w,v,d,p
f,f,y,f,c,b,h,e,b,h,y,g,p
k,f,c,n,w,n,w,e,b,w,v,l,e
f,f,g,f,c,b,h,e,b,h,v,p,p
f,y,y,f,c,b,h,e,b,h,y,p,p
x,y,g,f,c,b,g,e,b,h,v,d,p
x,y,g,f,c,b,p,e,b,h,v,p,p
f,f,y,f,c,b,h,e,b,h,v,g,p
f,y,y,f,c,b,h,e,b,h,v,d,p
x,f,y,f,c,b,p,e,b,h,y,d,p
f,f,y,f,c,b,p,e,b,h,v,p,p
x,y,y,f,c,b,g,e,b,h,y,d,p
b,y,p,n,c,b,w,e,b,r,v,g,p
k,y,p,n,c,b,e,e,?,w,c,w,e
x,y,y,f,c,b,g,e,b,h,v,p,p
